session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
mncx7ae2,1,1j7stqdf,0,,InitializeParticipant,1739138316,1,0,0
mncx7ae2,1,1j7stqdf,1,otfe,Welcome,1739138317,1,0,0
mncx7ae2,1,1j7stqdf,2,otfe,Consent,1739138318,1,0,0
mncx7ae2,1,1j7stqdf,3,otfe,About,1739138320,1,0,0
e9bjiy71,1,59vwudvb,0,,InitializeParticipant,1739197130,1,0,0
e9bjiy71,1,59vwudvb,1,otfe,Welcome,1739197139,1,0,0
e9bjiy71,1,59vwudvb,2,otfe,Consent,1739197157,1,0,0
e9bjiy71,1,59vwudvb,3,otfe,About,1739197174,1,0,0
e9bjiy71,1,59vwudvb,4,otfe,Instructions,1739197462,1,0,0
e9bjiy71,2,56kb2vri,0,,InitializeParticipant,1739197465,1,0,0
e9bjiy71,2,56kb2vri,1,otfe,Welcome,1739197476,1,0,0
e9bjiy71,1,59vwudvb,5,otfe,Instructions2,1739197480,1,0,0
e9bjiy71,2,56kb2vri,2,otfe,Consent,1739197487,1,0,0
e9bjiy71,2,56kb2vri,3,otfe,About,1739197496,1,0,0
e9bjiy71,1,59vwudvb,6,otfe,TaxInstructions,1739197504,1,0,0
e9bjiy71,1,59vwudvb,7,otfe,CQS,1739197520,1,0,0
e9bjiy71,1,59vwudvb,8,otfe,InstructionsBeliefs,1739197535,1,0,0
e9bjiy71,1,59vwudvb,9,otfe,Beliefs1,1739197551,1,0,0
e9bjiy71,1,59vwudvb,10,otfe,Transition1,1739197555,1,0,0
e9bjiy71,2,56kb2vri,4,otfe,Instructions,1739197809,1,0,0
e9bjiy71,2,56kb2vri,5,otfe,Instructions2,1739197827,1,0,0
e9bjiy71,2,56kb2vri,6,otfe,TaxInstructions,1739197845,1,0,0
e9bjiy71,2,56kb2vri,7,otfe,CQS,1739197857,1,0,0
e9bjiy71,3,yx3fby7v,0,,InitializeParticipant,1739197858,1,0,0
e9bjiy71,3,yx3fby7v,1,otfe,Welcome,1739197870,1,0,0
e9bjiy71,3,yx3fby7v,2,otfe,Consent,1739197879,1,0,0
e9bjiy71,2,56kb2vri,8,otfe,InstructionsBeliefs,1739197884,1,0,0
e9bjiy71,3,yx3fby7v,3,otfe,About,1739197885,1,0,0
e9bjiy71,2,56kb2vri,9,otfe,Beliefs1,1739197904,1,0,0
e9bjiy71,2,56kb2vri,10,otfe,Transition1,1739197909,1,0,0
e9bjiy71,4,1870o7eb,0,,InitializeParticipant,1739197941,1,0,0
e9bjiy71,4,1870o7eb,1,otfe,Welcome,1739197945,1,0,0
e9bjiy71,4,1870o7eb,2,otfe,Consent,1739197952,1,0,0
e9bjiy71,4,1870o7eb,3,otfe,About,1739197962,1,0,0
e9bjiy71,5,7bvk8ofb,0,,InitializeParticipant,1739198002,1,0,0
e9bjiy71,5,7bvk8ofb,1,otfe,Welcome,1739198014,1,0,0
e9bjiy71,5,7bvk8ofb,2,otfe,Consent,1739198150,1,0,0
e9bjiy71,5,7bvk8ofb,3,otfe,About,1739198153,1,0,0
e9bjiy71,1,59vwudvb,11,otfe,Work1,1739198155,1,1,0
e9bjiy71,6,xq2jbrzj,0,,InitializeParticipant,1739198173,1,0,0
e9bjiy71,1,59vwudvb,12,otfe,EndOfWork1,1739198178,1,0,0
e9bjiy71,6,xq2jbrzj,1,otfe,Welcome,1739198181,1,0,0
e9bjiy71,1,59vwudvb,13,otfe,TaxInfo1,1739198225,1,0,0
e9bjiy71,6,xq2jbrzj,2,otfe,Consent,1739198231,1,0,0
e9bjiy71,6,xq2jbrzj,3,otfe,About,1739198234,1,0,0
e9bjiy71,1,59vwudvb,14,otfe,Beliefs2,1739198236,1,0,0
e9bjiy71,1,59vwudvb,15,otfe,Transition2,1739198287,1,0,0
e9bjiy71,7,wazw8sht,0,,InitializeParticipant,1739198365,1,0,0
e9bjiy71,7,wazw8sht,1,otfe,Welcome,1739198411,1,0,0
e9bjiy71,7,wazw8sht,2,otfe,Consent,1739198419,1,0,0
e9bjiy71,7,wazw8sht,3,otfe,About,1739198437,1,0,0
e9bjiy71,8,hjypml4y,0,,InitializeParticipant,1739198483,1,0,0
e9bjiy71,8,hjypml4y,1,otfe,Welcome,1739198488,1,0,0
