session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
utx0z3u4,1,cyr9sl9t,0,,InitializeParticipant,1743080792,1,0,0
utx0z3u4,2,ic0ftfsx,0,,InitializeParticipant,1743080809,1,0,0
utx0z3u4,2,ic0ftfsx,1,otfe,Welcome,1743080914,1,0,0
utx0z3u4,2,ic0ftfsx,2,otfe,Consent,1743080926,1,0,0
utx0z3u4,2,ic0ftfsx,3,otfe,About,1743080928,1,0,0
utx0z3u4,1,cyr9sl9t,1,otfe,Welcome,1743080997,1,0,0
utx0z3u4,3,ikvk49m7,0,,InitializeParticipant,1743081010,1,0,0
utx0z3u4,3,ikvk49m7,1,otfe,Welcome,1743081020,1,0,0
utx0z3u4,3,ikvk49m7,2,otfe,Consent,1743081038,1,0,0
utx0z3u4,3,ikvk49m7,3,otfe,About,1743081040,1,0,0
utx0z3u4,1,cyr9sl9t,2,otfe,Consent,1743081081,1,0,0
utx0z3u4,4,lcfurngg,0,,InitializeParticipant,1743081100,1,0,0
utx0z3u4,4,lcfurngg,1,otfe,Welcome,1743081103,1,0,0
utx0z3u4,4,lcfurngg,2,otfe,Consent,1743081114,1,0,0
utx0z3u4,4,lcfurngg,3,otfe,About,1743081117,1,0,0
utx0z3u4,5,ow9vag0c,0,,InitializeParticipant,1743081123,1,0,0
utx0z3u4,5,ow9vag0c,1,otfe,Welcome,1743081126,1,0,0
utx0z3u4,5,ow9vag0c,2,otfe,Consent,1743081134,1,0,0
utx0z3u4,5,ow9vag0c,3,otfe,About,1743081139,1,0,0
utx0z3u4,1,cyr9sl9t,3,otfe,About,1743081204,1,0,0
utx0z3u4,2,ic0ftfsx,4,otfe,Instructions,1743081205,1,0,0
utx0z3u4,2,ic0ftfsx,5,otfe,Instructions2,1743081210,1,0,0
utx0z3u4,2,ic0ftfsx,6,otfe,TaxInstructions,1743081226,1,0,0
utx0z3u4,2,ic0ftfsx,7,otfe,CQS,1743081244,1,0,0
utx0z3u4,2,ic0ftfsx,8,otfe,InstructionsBeliefs,1743081265,1,0,0
utx0z3u4,2,ic0ftfsx,9,otfe,Beliefs1,1743081307,1,0,0
utx0z3u4,2,ic0ftfsx,10,otfe,Transition1,1743081309,1,0,0
utx0z3u4,4,lcfurngg,4,otfe,Instructions,1743081432,1,0,0
utx0z3u4,4,lcfurngg,5,otfe,Instructions2,1743081449,1,0,0
utx0z3u4,4,lcfurngg,6,otfe,TaxInstructions,1743081461,1,0,0
utx0z3u4,5,ow9vag0c,4,otfe,Instructions,1743081470,1,0,0
utx0z3u4,5,ow9vag0c,5,otfe,Instructions2,1743081485,1,0,0
utx0z3u4,4,lcfurngg,7,otfe,CQS,1743081495,1,0,0
utx0z3u4,5,ow9vag0c,6,otfe,TaxInstructions,1743081500,1,0,0
utx0z3u4,5,ow9vag0c,7,otfe,CQS,1743081512,1,0,0
utx0z3u4,4,lcfurngg,8,otfe,InstructionsBeliefs,1743081516,1,0,0
utx0z3u4,5,ow9vag0c,8,otfe,InstructionsBeliefs,1743081534,1,0,0
utx0z3u4,4,lcfurngg,9,otfe,Beliefs1,1743081557,1,0,0
utx0z3u4,5,ow9vag0c,9,otfe,Beliefs1,1743081557,1,0,0
utx0z3u4,4,lcfurngg,10,otfe,Transition1,1743081560,1,0,0
utx0z3u4,5,ow9vag0c,10,otfe,Transition1,1743081560,1,0,0
utx0z3u4,3,ikvk49m7,4,otfe,Instructions,1743081562,1,0,0
utx0z3u4,3,ikvk49m7,5,otfe,Instructions2,1743081568,1,0,0
utx0z3u4,3,ikvk49m7,6,otfe,TaxInstructions,1743081583,1,0,0
utx0z3u4,1,cyr9sl9t,4,otfe,Instructions,1743081601,1,0,0
utx0z3u4,3,ikvk49m7,7,otfe,CQS,1743081620,1,0,0
utx0z3u4,3,ikvk49m7,8,otfe,InstructionsBeliefs,1743081657,1,0,0
utx0z3u4,3,ikvk49m7,9,otfe,Beliefs1,1743081689,1,0,0
utx0z3u4,3,ikvk49m7,10,otfe,Transition1,1743081691,1,0,0
utx0z3u4,6,mgthe3er,0,,InitializeParticipant,1743081738,1,0,0
utx0z3u4,6,mgthe3er,1,otfe,Welcome,1743081746,1,0,0
utx0z3u4,6,mgthe3er,2,otfe,Consent,1743081757,1,0,0
utx0z3u4,7,4c0mgh6p,0,,InitializeParticipant,1743081757,1,0,0
utx0z3u4,6,mgthe3er,3,otfe,About,1743081765,1,0,0
